Row Labels,Sum of inst_num,Sum of time,Sum of plan_cpu,Average of plan_cpu,Sum of plan_mem,Average of plan_mem
R30_44,1,927,50,50,0.2,0.2
R31_1,10,263,150,75,0.78,0.39
R31_23,5,103,50,50,0.2,0.2
R31_28_30,70,17,200,100,0.98,0.49
R31_30,1136,1227,1650,82.5,6.97,0.3485
R31_33,1,1281,50,50,0.2,0.2
R31_34,5,21,350,70,1.58,0.316
R31_39,3,64,100,100,0.49,0.49
R31_40,4,70,100,100,0.49,0.49
R31_43,2,25,150,75,0.59,0.295
R31_47,3,62,300,100,1.47,0.49
R31_50,1,8,50,50,0.2,0.2
R32_1,1,4,100,100,0.39,0.39
R32_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,1,13,50,50,0.2,0.2
R32_20,1,26,50,50,0.2,0.2
R32_24_28_31,18,7,200,100,0.98,0.49
R32_3_14_20_31,166,20,200,100,0.98,0.49
R32_31,773,625,1800,78.26086957,8.37,0.363913043
R32_39,3,100,100,100,0.49,0.49
R32_40,5,155,200,100,0.98,0.49
R32_45,1112,151,150,75,0.69,0.345
R32_9,1,144,50,50,0.2,0.2
R33_1,1,3,100,100,0.39,0.39
R33_29_31_32,3,4,100,100,0.49,0.49
R33_30_32,1112,205,150,75,0.69,0.345
R33_32,24,647,1800,81.81818182,7.66,0.348181818
R33_36,1,14,50,50,0.2,0.2
R33_39,3,76,100,100,0.49,0.49
R33_40,9,52,100,100,0.49,0.49
R33_45,1,782,100,100,0.39,0.39
R33_47,3,28,300,100,1.47,0.49
R33_50,1,8,50,50,0.2,0.2
R33_9,1,164,50,50,0.2,0.2
R34_1,1,4,100,100,0.39,0.39
R34_1_5_6_8_17_18_19_20_22_23_29_30_31_33,6,58,100,100,0.49,0.49
R34_33,1716,883,1250,89.28571429,5.89,0.420714286
R34_35,2,8,200,100,0.98,0.49
R34_39,5,48,100,100,0.49,0.49
R34_40,1122,261,350,87.5,1.67,0.4175
R34_9,1,132,50,50,0.2,0.2
R35_1,1,4,100,100,0.39,0.39
R35_20,1,34,50,50,0.2,0.2
R35_34,20,696,1450,80.55555556,6.59,0.366111111
R35_39,5,60,100,100,0.49,0.49
R35_40,4,74,100,100,0.49,0.49
R35_43,2,21,150,75,0.59,0.295
R35_50,1,8,50,50,0.2,0.2
R35_8_21_34,1,4,50,50,0.2,0.2
R36_1,1,4,100,100,0.39,0.39
R36_20_22_24_27_29_30_31_33_35,19,179,350,70,1.38,0.276
R36_35,15,492,750,83.33333333,3.44,0.382222222
R36_39,5,48,100,100,0.49,0.49
R36_40,4,79,100,100,0.49,0.49
R36_44,1,3,100,100,0.49,0.49
R36_45,1112,149,150,75,0.69,0.345
R36_47,3,21,300,100,1.47,0.49
R36_9,1,132,50,50,0.2,0.2
R37_1,1,5,100,100,0.39,0.39
R37_34_36,1124,230,150,75,0.69,0.345
R37_36,10,1426,800,80,3.64,0.364
R37_39,3,125,100,100,0.49,0.49
R37_40,12,63,400,100,1.96,0.49
R37_41,3,43,50,50,0.3,0.3
R37_42,1,14,50,50,0.2,0.2
R37_45,2,30,200,100,0.88,0.44
R37_9,1,132,50,50,0.2,0.2
R38_1,1,4,100,100,0.39,0.39
R38_20,1,25,50,50,0.2,0.2
R38_34_36_37,6,8,200,100,0.98,0.49
R38_37,522,197,600,75,2.76,0.345
R38_39,3,75,100,100,0.49,0.49
R38_40,9,48,100,100,0.49,0.49
R38_43,1,52,50,50,0.3,0.3
R38_45,1,5,50,50,0.2,0.2
R38_46,1,3,100,100,0.49,0.49
R38_47,3,63,300,100,1.47,0.49
R38_9,1,133,50,50,0.2,0.2
R39_1,1,5,100,100,0.39,0.39
R39_18,1,189,50,50,0.2,0.2
R39_38,12,277,1050,87.5,4.71,0.3925
R39_40,4,66,100,100,0.49,0.49
R39_42,1,14,50,50,0.2,0.2
R39_45,1,30,50,50,0.2,0.2
R39_7_38,1,174,50,50,0.2,0.2
R4_1,1877,10925,10300,78.03030303,45.17,0.34219697
R4_1_2,3,0,100,100,0.49,0.49
R4_1_2_3,1420,5843,3400,70.83333333,15.93,0.331875
R4_1_3,3168,4895,3100,79.48717949,15.02,0.385128205
R4_10,1340,230,700,87.5,3.34,0.4175
R4_11,135,3362,650,59.09090909,3.16,0.287272727
R4_12,178,653,850,85,4.03,0.403
R4_13,11,365,550,68.75,2.47,0.30875
R4_14,3,88,50,50,0.2,0.2
R4_15,106,143,650,81.25,3.05,0.38125
R4_16,15,36,500,71.42857143,2.02,0.288571429
R4_18,2,7,150,75,0.69,0.345
R4_19,4,16,350,87.5,1.37,0.3425
R4_2,35,271,1400,82.35294118,5.59,0.328823529
R4_2_3,370,1342,1700,68,8.37,0.3348
R4_2_Stg9,3,291,300,100,1.17,0.39
R4_20,5,226,500,100,2.45,0.49
R4_21,1,2,100,100,0.49,0.49
R4_23,1,6,50,50,0.2,0.2
R4_24,3,358,150,50,0.6,0.2
R4_25,3,229,150,50,0.6,0.2
R4_26,10,18,200,100,0.98,0.49
R4_29,1,31,50,50,0.2,0.2
R4_3,73209,226161,257500,81.66825246,1130.84,0.358655249
R4_30,1,2,50,50,0.2,0.2
R4_5,158,569,1550,86.11111111,6.97,0.387222222
R4_5_6_7,3,2,100,100,0.49,0.49
R4_6,36,5274,1600,66.66666667,7.97,0.332083333
R4_7,31,467,1650,86.84210526,7.35,0.386842105
R4_8,48,1406,1200,66.66666667,5.52,0.306666667
R4_9,7,2201,450,75,1.97,0.328333333
R40_1,1,6,100,100,0.39,0.39
R40_16,1,140,50,50,0.2,0.2
R40_20,1,28,50,50,0.2,0.2
R40_39,206,281,350,87.5,1.57,0.3925
R40_44,1,3,100,100,0.49,0.49
R40_46,7,472,50,50,0.39,0.39
R40_47,4,82,350,87.5,1.67,0.4175
R41_1,1,4,100,100,0.39,0.39
R41_16,1,142,50,50,0.2,0.2
R41_22_23_24_25_26_27_28_29_30_31_32_33_34_35_36_3,1,259,100,100,0.49,0.49
R41_40,1121,853,800,88.88888889,3.73,0.414444444
R41_45,2,30,200,100,0.88,0.44
R41_49,2,3,200,100,0.98,0.49
R41_50,1,8,50,50,0.2,0.2
R42_1,1,4,100,100,0.39,0.39
R42_16,1,140,50,50,0.2,0.2
R42_33,1,1281,50,50,0.2,0.2
R42_41,11,77,250,83.33333333,1.18,0.393333333
R42_43,2,23,150,75,0.59,0.295
R42_46,6,505,150,75,0.88,0.44
R42_47,3,32,300,100,1.47,0.49
R42_50,2,3,200,100,0.98,0.49
R43_33,1,1281,50,50,0.2,0.2
R43_42,15,750,700,77.77777778,3.25,0.361111111
R43_51,2,6,200,100,0.98,0.49
R43_60,21,49,100,100,0.49,0.49
R44_20,1,22,50,50,0.2,0.2
R44_43,61,196,350,70,1.58,0.316
R44_46,3,600,50,50,0.39,0.39
R44_47,3,28,300,100,1.47,0.49
R44_60,21,72,100,100,0.49,0.49
R45_20,1,118,50,50,0.2,0.2
R45_44,7,1575,600,85.71428571,2.65,0.378571429
R45_49,2,3,200,100,0.98,0.49
R45_51,1,5,100,100,0.39,0.39
R45_60,21,61,100,100,0.49,0.49
R46_29_30_45,1,940,50,50,0.2,0.2
R46_36,1,1297,50,50,0.2,0.2
R46_45,1176,287,650,81.25,3.14,0.3925
R46_50,2,3,200,100,0.98,0.49
R46_60,11,289,100,100,0.49,0.49
R47_20,1,19,50,50,0.2,0.2
R47_41_46,1124,228,150,75,0.69,0.345
R47_46,9,616,500,83.33333333,2.35,0.391666667
R47_51,2,6,200,100,0.98,0.49
R47_60,11,187,100,100,0.49,0.49
R48_18,1,131,50,50,0.2,0.2
R48_39_43_47,9,4,100,100,0.49,0.49
R48_4_13_17_21_25_33_37_47,1160,296,150,75,0.59,0.295
R48_47,5,664,400,80,1.97,0.394
R48_5,1,4,100,100,0.39,0.39
R48_50,1,8,50,50,0.2,0.2
R48_51,1,11,100,100,0.39,0.39
R48_60,11,351,100,100,0.49,0.49
R49_20,1,20,50,50,0.2,0.2
R49_48,23,559,800,88.88888889,3.83,0.425555556
R49_55,5,54,50,50,0.3,0.3
R49_60,21,54,100,100,0.49,0.49
R5_1,395,3159,5850,76.97368421,24.34,0.320263158
R5_1_2_3_4,3627,5684,3200,71.11111111,14.15,0.314444444
R5_1_2_4,41,480,400,80,1.97,0.394
R5_1_3_4,1,0,50,50,0.2,0.2
R5_1_4,394,3977,1100,68.75,4.97,0.310625
R5_10,2,9,200,100,0.98,0.49
R5_11,382,3501,1350,84.375,6.58,0.41125
R5_12,207,2062,1200,70.58823529,5.33,0.313529412
R5_13,41,182,450,75,2.36,0.393333333
R5_14,1076,918,650,81.25,3.24,0.405
R5_15,101,124,300,100,1.47,0.49
R5_16,11,33,250,83.33333333,1.08,0.36
R5_17,1,12,50,50,0.2,0.2
R5_18,841,475,700,77.77777778,3.1,0.344444444
R5_19,1,3,50,50,0.2,0.2
R5_2,17,139,450,64.28571429,1.88,0.268571429
R5_2_3_4,34,1013,650,65,3.76,0.376
R5_2_4,1260,5291,2450,76.5625,11.48,0.35875
R5_21,1266,3001,900,64.28571429,5.41,0.386428571
R5_24,5,28,500,100,2.45,0.49
R5_25,1,6,100,100,0.49,0.49
R5_28,1,1,50,50,0.2,0.2
R5_29,2,14,100,100,0.49,0.49
R5_3,276,857,700,77.77777778,3.14,0.348888889
R5_3_4,1463,2404,1550,81.57894737,7.84,0.412631579
R5_30,1,2,50,50,0.2,0.2
R5_31,3,79,150,50,0.6,0.2
R5_38,2,30,150,75,0.59,0.295
R5_4,33665,171018,158250,77.68777614,695.73,0.341546392
R5_4_17,10,1799,500,50,2,0.2
R5_46,1,3,100,100,0.49,0.49
R5_47,126,64,300,100,1.47,0.49
R5_50,1,9,50,50,0.2,0.2
R5_51,2,6,200,100,0.98,0.49
R5_6,127,916,1700,73.91304348,8.02,0.348695652
R5_7,200,2634,1350,75,6.29,0.349444444
R5_8,54,1884,1250,62.5,5.63,0.2815
R5_9,162,3628,1600,80,7.38,0.369
R50_49,4,19,400,100,1.56,0.39
R50_51,1,2,100,100,0.49,0.49
R50_57,3,48,50,50,0.3,0.3
R50_60,21,94,100,100,0.49,0.49
R51_33,1,1281,50,50,0.2,0.2
R51_50,1,9,50,50,0.2,0.2
R51_59,1,31,50,50,0.2,0.2
R51_60,21,78,100,100,0.49,0.49
R52_33,1,1280,50,50,0.2,0.2
R52_51,32,192,750,93.75,3.33,0.41625
R52_60,11,285,100,100,0.49,0.49
R52_61,1,28,50,50,0.3,0.3
R53_3,1,3,100,100,0.39,0.39
R53_36,1,1295,50,50,0.2,0.2
R53_44_48_52,18,6,200,100,0.98,0.49
R53_60,11,233,100,100,0.49,0.49
R53_88,717,90,300,100,1.47,0.49
R54_20,1,71,50,50,0.2,0.2
R54_50_52_53,3,2,100,100,0.49,0.49
R54_53,10,84,700,100,3.23,0.461428571
R54_60,11,203,100,100,0.49,0.49
R55_18,1,188,50,50,0.2,0.2
R55_49_50_52_54_82,4,650,200,100,0.98,0.49
R55_54,6,21,300,100,1.17,0.39
R55_56,2,3,200,100,0.98,0.49
R55_60,21,58,100,100,0.49,0.49
R55_88,717,118,300,100,1.47,0.49
R56_20,1,53,50,50,0.2,0.2
R56_55,27,96,350,87.5,1.77,0.4425
R56_60,21,53,100,100,0.49,0.49
R57_15_35_56,19,12,100,100,0.39,0.39
R57_56,3,8,300,100,1.47,0.49
R57_60,21,55,100,100,0.49,0.49
R57_88,360,92,300,100,1.47,0.49
R58_57,14,525,350,87.5,1.77,0.4425
R58_60,11,180,100,100,0.49,0.49
R59_55_57_58,6,3,200,100,0.98,0.49
R59_58,1,6,100,100,0.39,0.39
R59_60,7,176,100,100,0.49,0.49
R59_88,717,132,300,100,1.47,0.49
R6_1,1980,4950,6750,76.70454545,29.04,0.33
R6_1_2_3_4_5,524,299,850,94.44444444,3.42,0.38
R6_1_2_3_5,36,127,650,81.25,2.65,0.33125
R6_1_2_5,2,147,100,50,0.5,0.25
R6_1_3_4_5,37,24,100,100,0.49,0.49
R6_1_3_5,70,371,100,50,0.59,0.295
R6_1_4_5,20,329,550,91.66666667,2.74,0.456666667
R6_1_5,1047,3024,1400,87.5,6.81,0.425625
R6_10,8,15,400,100,1.86,0.465
R6_11,44,4278,600,75,2.75,0.34375
R6_12,2229,517,1300,100,6.37,0.49
R6_13,21,408,550,68.75,2.37,0.29625
R6_14,13,213,600,85.71428571,3.04,0.434285714
R6_15,32,257,300,75,1.38,0.345
R6_16,1,4,100,100,0.39,0.39
R6_17,4,21,250,62.5,0.99,0.2475
R6_18,4,113,300,75,1.38,0.345
R6_2,73,203,150,50,0.89,0.296666667
R6_2_3_5,1,98,50,50,0.2,0.2
R6_2_5,2127,7825,850,60.71428571,5,0.357142857
R6_22,10,620,500,50,2,0.2
R6_24,3,356,150,50,0.6,0.2
R6_25,2,36,100,50,0.4,0.2
R6_3,589,784,1050,80.76923077,4.71,0.362307692
R6_3_5,21,2900,350,70,1.77,0.354
R6_30,1,1,50,50,0.2,0.2
R6_31,2,34,100,50,0.4,0.2
R6_34,3,13,300,100,1.47,0.49
R6_4,20,1009,850,85,3.62,0.362
R6_4_5,99,2227,1150,82.14285714,5.89,0.420714286
R6_43,2,25,150,75,0.59,0.295
R6_45,1,27,100,100,0.39,0.39
R6_5,41136,151739,144850,79.89520132,650.28,0.358676227
R6_5_8,181,45,100,100,0.49,0.49
R6_7,76,1012,1150,71.875,5.45,0.340625
R6_8,67,2027,1950,72.22222222,8.66,0.320740741
R6_9,28,2567,1050,65.625,5.02,0.31375
R60_59,79,136,550,91.66666667,2.64,0.44
R61_60,26,766,400,100,1.96,0.49
R61_88,6,27,300,100,1.47,0.49
R62_20_40_61,18,14,200,100,0.78,0.39
R62_61,1,70,50,50,0.3,0.3
R62_88,6,20,300,100,1.47,0.49
R63_62,4,80,400,100,1.86,0.465
R64_88,7,103,300,100,1.47,0.49
R65_64,4,65,400,100,1.96,0.49
R66_88,15,126,300,100,1.47,0.49
R67_66,4,136,400,100,1.86,0.465
R68_88,717,107,300,100,1.47,0.49
R69_68,317,130,400,100,1.96,0.49
R7_1,355,2586,4750,76.61290323,20.4,0.329032258
R7_1_2_3_4_5_6,12,380,150,75,0.69,0.345
R7_1_2_3_4_6,1,130,50,50,0.2,0.2
R7_1_2_3_5_6,2,5,100,50,0.4,0.2
R7_1_2_4_6,20,107,150,75,0.88,0.44
R7_1_2_6,63,85,250,83.33333333,0.98,0.326666667
R7_1_6,379,445,700,77.77777778,3.14,0.348888889
R7_10,15,298,950,86.36363636,4.62,0.42
R7_11,94,2155,1450,90.625,7.05,0.440625
R7_12,304,2640,1400,87.5,6.58,0.41125
R7_13,1,10,100,100,0.49,0.49
R7_14,26,141,150,75,0.69,0.345
R7_16,27,26,300,100,1.37,0.456666667
R7_17,5,61,200,100,0.98,0.49
R7_18,2,263,150,75,0.69,0.345
R7_2,3,219,150,50,0.6,0.2
R7_2_4_6,29,115,400,80,1.67,0.334
R7_2_6,494,605,1300,76.47058824,5.9,0.347058824
R7_21,233,2782,800,61.53846154,4.92,0.378461538
R7_22,10,558,500,50,2,0.2
R7_24,5,27,500,100,2.45,0.49
R7_25,1,206,50,50,0.2,0.2
R7_27,64,135,700,100,3.43,0.49
R7_3,137,301,400,80,1.76,0.352
R7_3_4_5_6,2,13,100,50,0.3,0.15
R7_3_6,173,3094,650,72.22222222,3.48,0.386666667
R7_30,1,2,50,50,0.2,0.2
R7_32,1,1,50,50,0.2,0.2
R7_4,207,423,900,81.81818182,4.02,0.365454545
R7_4_6,618,2032,1600,61.53846154,6.84,0.263076923
R7_43,2,30,150,75,0.59,0.295
R7_47,43,74,300,100,1.47,0.49
R7_5,86,2955,350,58.33333333,1.59,0.265
R7_5_6,337,4070,1100,78.57142857,4.62,0.33
R7_50,1,8,50,50,0.2,0.2
R7_6,24246,114144,106100,81.61538462,465.44,0.358030769
R7_8,188,1524,1600,66.66666667,7.7,0.320833333
R7_9,94,1038,1350,84.375,6.27,0.391875
R70_88,26,114,300,100,1.47,0.49
R71_70,16,1358,600,100,2.84,0.473333333
R72_88,6,24,300,100,1.47,0.49
R73_72,90,219,600,100,2.94,0.49
R74_88,6,21,300,100,1.47,0.49
R75_74,4,82,400,100,1.86,0.465
R76_75,2,89,200,100,0.98,0.49
R76_88,6,23,300,100,1.47,0.49
R77_76,4,88,400,100,1.96,0.49
R78_77,4,538,200,100,0.98,0.49
R78_88,6,21,300,100,1.47,0.49
R79_78,4,77,400,100,1.86,0.465
R8_1,552,2183,3200,71.11111111,13.7,0.304444444
R8_1_2_3_4_5_6_7,8,550,300,50,1.3,0.216666667
R8_1_2_3_4_5_7,2,23,150,75,0.59,0.295
R8_1_2_3_4_7,850,2101,450,90,1.95,0.39
R8_1_2_5_7,13,8,100,100,0.49,0.49
R8_1_2_6_7,5,17,100,100,0.39,0.39
R8_1_2_7,6,755,100,50,0.4,0.2
R8_1_3_7,2,44,100,50,0.4,0.2
R8_1_4_5_6_7,63,51,100,100,0.39,0.39
R8_1_7,96,2307,450,75,2.07,0.345
R8_10,232,214,300,75,1.38,0.345
R8_11,69,2205,850,77.27272727,4.22,0.383636364
R8_12,2129,1024,650,92.85714286,3.04,0.434285714
R8_13,20,420,550,68.75,2.47,0.30875
R8_14,9,100,200,66.66666667,0.89,0.296666667
R8_15,1,19,100,100,0.49,0.49
R8_16,15,41,650,92.85714286,2.84,0.405714286
R8_17,75,625,600,66.66666667,2.67,0.296666667
R8_18,20,145,250,83.33333333,1.18,0.393333333
R8_19,10,1165,500,50,2,0.2
R8_2,2,91,100,50,0.4,0.2
R8_2_3_4_6_7,9,38,100,100,0.39,0.39
R8_2_4_7,251,287,300,100,1.27,0.423333333
R8_2_7,259,1857,700,70,3.24,0.324
R8_20,23,25,100,100,0.49,0.49
R8_23,2,2,200,100,0.78,0.39
R8_25,3,239,250,83.33333333,0.98,0.326666667
R8_29,3,14,200,100,0.98,0.49
R8_3,158,977,1050,75,4.92,0.351428571
R8_3_6_7,1,29,50,50,0.2,0.2
R8_3_7,2,73,100,50,0.4,0.2
R8_30,1,2,50,50,0.2,0.2
R8_34,1,79,50,50,0.2,0.2
R8_38,3,16,300,100,1.47,0.49
R8_4,15,760,450,64.28571429,2.45,0.35
R8_4_5_6_7,105,430,50,50,0.49,0.49
R8_4_6,1,37,50,50,0.2,0.2
R8_4_7,12,494,300,75,1.28,0.32
R8_5,80,4891,1400,70,6,0.3
R8_5_6_7,1,22,50,50,0.2,0.2
R8_5_7,9,1441,450,50,1.8,0.2
R8_51,1,5,100,100,0.39,0.39
R8_6,280,1050,250,62.5,1.18,0.295
R8_6_7,949,1699,1950,78,9.92,0.3968
R8_7,18513,99399,78750,80.19348269,356.51,0.363044807
R8_9,62,583,400,66.66666667,1.87,0.311666667
R80_79,2,550,200,100,0.98,0.49
R80_88,6,21,300,100,1.47,0.49
R81_80,4,80,400,100,1.96,0.49
R82_81,2,40,200,100,0.98,0.49
R82_88,6,22,300,100,1.47,0.49
R83_82,4,34,400,100,1.86,0.465
R84_83,6,47,200,100,0.98,0.49
R84_88,6,23,300,100,1.47,0.49
R85_84,4,90,400,100,1.96,0.49
R86_88,6,23,300,100,1.47,0.49
R87_86,44,541,600,100,2.84,0.473333333
R89_88,7,25,400,100,1.96,0.49
R9_1,91,1241,3100,81.57894737,14,0.368421053
R9_1_3_8,315,58,300,100,1.47,0.49
R9_1_6_8,1,592,50,50,0.2,0.2
R9_1_7,1,122,50,50,0.2,0.2
R9_1_8,79,219,450,64.28571429,1.78,0.254285714
R9_10,740,1927,1500,75,6.8,0.34
R9_11,324,2405,1150,82.14285714,5.88,0.42
R9_12,68,494,550,68.75,3.24,0.405
R9_13,33,162,750,83.33333333,3.54,0.393333333
R9_14,3,91,50,50,0.2,0.2
R9_15,414,1145,500,83.33333333,2.36,0.393333333
R9_16,3,12,200,66.66666667,0.79,0.263333333
R9_18,5,401,400,80,1.87,0.374
R9_19,18,74,200,100,0.98,0.49
R9_2,4,21,200,50,0.8,0.2
R9_2_4_6_8,6,130,150,75,0.78,0.39
R9_2_8,40,24,200,100,0.88,0.44
R9_20,23,26,100,100,0.49,0.49
R9_21,177,2924,800,61.53846154,5.62,0.432307692
R9_24,5,27,500,100,2.45,0.49
R9_3,132,587,1100,78.57142857,4.27,0.305
R9_3_4_8,1,37,100,100,0.49,0.49
R9_3_7_8,1,163,50,50,0.2,0.2
R9_3_8,3021,181,450,90,1.76,0.352
R9_34,1,35,100,100,0.49,0.49
R9_35,1,32,100,100,0.49,0.49
R9_4,8,1640,350,58.33333333,1.49,0.248333333
R9_4_5_7_8,1,1,100,100,0.39,0.39
R9_4_5_8,1,12,50,50,0.2,0.2
R9_4_6,1,102,100,100,0.49,0.49
R9_4_8,1,324,50,50,0.2,0.2
R9_47,249,68,300,100,1.47,0.49
R9_5,43,3000,700,77.77777778,2.95,0.327777778
R9_5_6_7_8,5,118,150,50,0.6,0.2
R9_5_8,1,86,50,50,0.2,0.2
R9_50,1,8,50,50,0.2,0.2
R9_6,3,825,250,83.33333333,1.27,0.423333333
R9_6_8,43,1138,200,66.66666667,1.17,0.39
R9_7,4,396,100,50,0.4,0.2
R9_7_8,114,335,800,80,3.64,0.364
R9_8,25852,80908,63250,81.8240621,283.08,0.366209573
R90_89,3,84,300,100,1.47,0.49
R91_90,1,5,100,100,0.39,0.39
R93_92,1,4,100,100,0.49,0.49
R95_94,1,6,100,100,0.39,0.39
R97_96,1,4,100,100,0.49,0.49
R99_98,1,7,100,100,0.39,0.39
task_LTc2OTA2NTc2ODA4NDA5NDY1MjY=,1,36,300,300,1.72,1.72
task_LTc3MDEyNjMxMjUwMzczNTAyNDk=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzczNTAyNDM=,1,39,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzczNTAyNDQ=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzczNTAyNTA=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzczNTAyNTE=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzczNTAyNTI=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzczNTAyNTM=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzczNTAyNTQ=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzczNTAyNTU=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzczNTAyNTY=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzgzNTAyNDc=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzgzNTAyNDg=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzgzNTAyNDk=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzgzNTAyNTA=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzgzNTAyNTE=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzgzNTAyNTI=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzgzNTAyNTM=,1,39,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzgzNTAyNTQ=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzgzNTAyNTU=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzgzNTAyNTY=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzkzNTAyNDc=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzkzNTAyNDE=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzkzNTAyNDg=,1,39,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzkzNTAyNDI=,1,39,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzkzNTAyNDk=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzkzNTAyNDM=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzkzNTAyNDQ=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzkzNTAyNDU=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzkzNTAyNDY=,1,39,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzkzNTAyNTA=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzUzNTAxNjc=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzUzNTAxNjE=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzUzNTAxNjg=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzUzNTAxNjI=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzUzNTAxNjQ=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzUzNTAxNjU=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzUzNTAxNjY=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzUzNTAxNzM=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzUzNTAxNzQ=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzYzNTAyNDE=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzYzNTAyNDI=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzYzNTAyNDk=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzYzNTAyNTA=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzYzNTAyNTE=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzYzNTAyNTI=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzYzNTAyNTM=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzYzNTAyNTQ=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzYzNTAyNTU=,1,39,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwMzYzNTAyNTY=,1,39,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwNDAzNTAyNDc=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwNDAzNTAyNDE=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwNDAzNTAyNDg=,1,39,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwNDAzNTAyNDI=,1,31,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwNDAzNTAyNDU=,1,40,400,400,1.72,1.72
task_LTc3MDEyNjMxMjUwNDAzNTAyNDY=,1,40,400,400,1.72,1.72
task_LTc3NDIzMDg2NTMyNTUxNTY5Mw==,1,221,300,300,1.72,1.72
task_LTc4NDk5MjYzNDgwMjM0ODIxOTc=,1,24,400,400,1.72,1.72
task_LTc4NDk5MjYzNDgwMjM0ODIxOTg=,1,24,400,400,1.72,1.72
task_LTc4NDk5MjYzNDgwMjM0ODIyMDc=,1,24,400,400,1.72,1.72
task_LTc4NDk5MjYzNDgwMjM0ODIyMDE=,1,24,400,400,1.72,1.72
task_LTc4NDk5MjYzNDgwMjM0ODIyMDg=,1,24,400,400,1.72,1.72
task_LTc4NDk5MjYzNDgwMjM0ODIyMDI=,1,24,400,400,1.72,1.72
task_LTc4NDk5MjYzNDgwMjM0ODIyMDM=,1,24,400,400,1.72,1.72
task_LTc4NDk5MjYzNDgwMjM0ODIyMDQ=,1,24,400,400,1.72,1.72
task_LTc4NDk5MjYzNDgwMjM0ODIyMDY=,1,24,400,400,1.72,1.72
task_LTc5MTcxNjc4MTExOTA5NTMwNjA=,1,194,400,400,1.72,1.72
