0,nan
3,206302.0
6,233328.0
9,230733.0
12,230630.0
15,473451.0
18,285175.0
21,280826.0
24,200599.0
27,167440.0
30,252987.0
33,190526.0
36,174564.0
39,180803.0
42,155930.0
45,217853.0
48,146142.0
51,152675.0
54,107726.0
57,126019.0
60,109985.0
63,130810.0
66,115145.0
69,72822.0
72,145597.0
75,106797.0
78,51016.0
81,88835.0
84,55087.0
87,47856.0
90,55678.0
93,50987.0
96,73578.0
99,65651.0
102,46912.0
105,60866.0
108,24376.0
111,22805.0
114,30695.0
117,53316.0
120,65962.0
123,30409.0
126,25154.0
129,35733.0
132,55921.0
135,39586.0
138,36892.0
141,42387.0
144,52990.0
147,21263.0
150,42576.0
153,15455.0
156,37662.0
159,58192.0
162,21987.0
165,31739.0
168,16681.0
171,74239.0
174,27890.0
177,49368.0
180,9181.0
183,19592.0
186,17327.0
189,67734.0
192,10212.0
195,109644.0
198,14131.0
201,39662.0
204,146650.0
207,65701.0
210,32730.0
213,16275.0
216,96665.0
219,39140.0
222,9448.0
225,92109.0
228,55677.0
231,42635.0
234,10872.0
237,19880.0
240,68868.0
243,7065.0
246,48437.0
249,13217.0
252,8996.0
255,13388.0
258,10396.0
261,23799.0
264,76977.0
267,7562.0
270,7434.0
273,24853.0
276,48281.0
279,6307.0
282,28048.0
285,15165.0
288,6025.0
291,13779.0
294,10486.0
297,102392.0
300,62718.0
303,14433.0
306,3044.0
309,28192.0
312,26328.0
315,5285.0
318,13785.0
321,5110.0
324,159300.0
327,10877.0
330,9634.0
333,6343.0
336,93885.0
339,8559.0
342,99346.0
345,4740.0
348,27256.0
351,15564.0
354,98493.0
357,53565.0
360,60079.0
363,3046.0
366,2720.0
369,42428.0
372,4671.0
375,4822.0
378,6480.0
381,10228.0
384,11702.0
387,2338.0
390,9079.0
393,4278.0
396,9496.0
399,11730.0
402,5298.0
405,8375.0
408,52228.0
411,9232.0
414,1675.0
417,2487.0
420,8886.0
423,15419.0
426,16683.0
429,7630.0
432,1674.0
435,3954.0
438,6368.0
441,6013.0
444,51906.0
447,4078.0
450,6829.0
453,1950.0
456,2016.0
459,1926.0
462,73336.0
465,3727.0
468,1557.0
471,4349.0
474,1212.0
477,66701.0
480,7130.0
483,65262.0
486,1721.0
489,2897.0
492,2658.0
495,629.0
498,4210.0
501,4929.0
504,2808.0
507,2042.0
510,6075.0
513,4109.0
516,1577.0
519,13489.0
522,3209.0
525,2533.0
528,7404.0
531,4907.0
534,306.0
537,7166.0
540,1002.0
543,2640.0
546,654.0
549,975.0
552,1860.0
555,493.0
558,718.0
561,2363.0
564,40667.0
567,5322.0
570,6803.0
573,1927.0
576,1425.0
579,3081.0
582,3113.0
585,1205.0
588,3466.0
591,570.0
594,3669.0
597,6191.0
600,3146.0
603,3608.0
606,2609.0
609,228.0
612,3969.0
615,727.0
618,622.0
621,3688.0
624,2528.0
627,6423.0
630,77831.0
633,15769.0
636,4034.0
639,1947.0
642,68.0
645,2053.0
648,32.0
651,65025.0
654,4074.0
657,4312.0
660,673.0
663,679.0
666,22382.0
669,355.0
672,2366.0
675,3878.0
678,3008.0
681,2431.0
684,18696.0
687,12531.0
690,3416.0
693,36623.0
696,13096.0
699,660.0
702,181.0
705,537.0
708,42093.0
711,783.0
714,5590.0
717,3874.0
720,66736.0
723,1818.0
726,14858.0
729,2691.0
732,513.0
735,235.0
738,212.0
741,2081.0
744,9710.0
747,386.0
750,2212.0
753,587.0
756,1533.0
759,3.0
762,2154.0
765,1430.0
768,1585.0
771,2453.0
774,357.0
777,401.0
780,58475.0
783,1687.0
786,59.0
789,4074.0
792,1417.0
795,1662.0
798,2191.0
801,2967.0
804,66866.0
807,66406.0
810,176.0
813,8166.0
816,6321.0
819,815.0
822,2503.0
825,1411.0
828,2394.0
831,2417.0
834,6149.0
837,1912.0
840,1588.0
843,270.0
846,5424.0
849,1124.0
852,2659.0
855,18.0
858,73.0
861,3516.0
864,3064.0
867,1226.0
870,1175.0
873,4295.0
876,1274.0
879,54.0
882,128.0
885,937.0
888,104.0
891,1122.0
894,559.0
897,407.0
900,2165.0
903,2417.0
906,1134.0
909,122.0
912,1681.0
915,13.0
918,136.0
921,3535.0
924,3857.0
927,1620.0
930,296.0
933,400.0
936,4642.0
939,454.0
942,287.0
945,716.0
948,154.0
951,164.0
954,1026.0
957,1994.0
960,288.0
963,110.0
966,604.0
969,17889.0
972,1437.0
975,1709.0
978,579.0
981,266.0
984,216.0
987,369.0
990,1515.0
993,3580.0
996,1135.0
999,3805.0
1002,2256.0
1005,102.0
1008,2203.0
1011,3602.0
1014,400.0
1017,926.0
1020,586.0
1023,1300.0
1026,294.0
1029,796.0
1032,1163.0
1035,593.0
1038,2740.0
1041,65.0
1044,1271.0
1047,1365.0
1050,461.0
1053,1289.0
1056,916.0
1059,89.0
1062,1138.0
1065,1
1068,1282.0
1071,7360.0
1074,1052.0
1077,4513.0
1080,2.0
1083,1162.0
1086,1966.0
1089,2098.0
1092,819.0
1095,865.0
1098,1.0
1101,1500.0
1104,2.0
1107,676.0
1110,12.0
1113,9.0
1116,34465.0
1119,102.0
1122,184.0
1125,4122.0
1128,67.0
1131,3009.0
1134,1.0
1137,65.0
1140,358.0
1143,829.0
1146,689.0
1149,698.0
1152,2000.0
1155,1492.0
1158,174.0
1161,665.0
1164,2590.0
1167,1260.0
1170,226.0
1173,289.0
1176,599.0
1179,110.0
1182,74.0
1185,177.0
1188,1152.0
1191,158.0
1194,1935.0
1197,376.0
1200,2631.0
1203,242.0
1206,30.0
1209,1
1212,1
1215,1371.0
1218,124.0
1221,2568.0
1224,23.0
1227,527.0
1230,115.0
1233,1
1236,741.0
1239,12.0
1242,2056.0
1245,1309.0
1248,934.0
1251,112.0
1254,53.0
1257,1475.0
